proxy,value,sd,x,sampleID
mg_ca,0.37945,0.006903569737030955,53,ORK_LT5
d18o,3.11107,NA,54,QG1-7189-2
mg_ca,0.40317,NA,54,QG1-7189-2
d18o,2.34107,NA,54,QG2-1061-1
mg_ca,0.4532,NA,54,QG2-1061-1
d18o,2.90107,NA,54,QG2-1064-1
mg_ca,0.4127,0.008733611438452096,54,QG2-1064-1
d18o,3.17107,NA,54,QG2-7180-1
mg_ca,0.36931,0.004176375482073216,54,QG2-7180-1
d18o,3.63107,NA,54,QG2-7180-2
mg_ca,0.34794,0.008279743470870326,54,QG2-7180-2
d18o,3.59107,NA,54,QG1-7246-1
mg_ca,0.43416,NA,54,QG1-7246-1
d18o,1.0209,NA,54,ND-1016-4
mg_ca,0.16602,8.68860836995597e-4,54,ND-1016-4
d18o,1.25394,NA,54,NM-1016-3
mg_ca,0.18186,0.012414491374819233,54,NM-1016-3
d18o,3.15244,NA,54,ORK_LT5
mg_ca,0.36204,0.010271571070222703,54,ORK_LT5
d18o,2.99109,NA,55,QG1-7189-2
mg_ca,0.4115,0.011747731035522185,55,QG1-7189-2
d18o,2.38109,NA,55,QG2-1061-1
mg_ca,0.45322,NA,55,QG2-1061-1
d18o,2.71109,NA,55,QG2-1064-1
mg_ca,0.43285,0.012354422074682967,55,QG2-1064-1
d18o,3.12109,NA,55,QG2-7180-1
mg_ca,0.37969,0.0025744990979111432,55,QG2-7180-1
d18o,3.49109,NA,55,QG2-7180-2
mg_ca,0.36452,0.0170626232865657,55,QG2-7180-2
d18o,3.07109,NA,55,QG1-7246-1
mg_ca,0.43418,0,55,QG1-7246-1
d18o,0.89452,NA,55,ND-1016-4
mg_ca,0.17979,0.007606625364438268,55,ND-1016-4
d18o,1.09431,NA,55,NM-1016-3
mg_ca,0.19116,NA,55,NM-1016-3
d18o,3.34396,NA,55,ORK_LT5
mg_ca,0.3516,0.008959589345658624,55,ORK_LT5
d18o,2.18111,NA,56,QG2-1061-1
mg_ca,0.45324,NA,56,QG2-1061-1
d18o,2.75111,NA,56,QG2-1064-1
mg_ca,0.41126,0.009347138264527887,56,QG2-1064-1
d18o,3.17111,NA,56,QG2-7180-1
mg_ca,0.38073,0.004875561104935845,56,QG2-7180-1
d18o,3.57111,NA,56,QG2-7180-2
mg_ca,0.35146,0.010954731764770437,56,QG2-7180-2
d18o,3.33111,NA,56,QG1-7246-1
mg_ca,0.42507,0.007199270290160706,56,QG1-7246-1
d18o,1.09602,NA,56,ND-1016-4
mg_ca,0.17266,NA,56,ND-1016-4
d18o,1.18056,NA,56,NM-1016-3
mg_ca,0.19118,NA,56,NM-1016-3
d18o,3.21326,NA,56,ORK_LT5
mg_ca,0.36092,0.007466625542214962,56,ORK_LT5
d18o,2.22113,NA,57,QG2-1061-1
mg_ca,0.45326,NA,57,QG2-1061-1
d18o,2.25113,NA,57,QG2-1064-1
mg_ca,0.44844,0.003330972653879054,57,QG2-1064-1
d18o,2.45113,NA,57,QG2-7180-1
mg_ca,0.38419,NA,57,QG2-7180-1
d18o,3.08113,NA,57,QG2-7180-2
mg_ca,0.38586,0.028325647306491567,57,QG2-7180-2
d18o,2.93113,NA,57,QG1-7246-1
mg_ca,0.43995,0.008953601315506233,57,QG1-7246-1
d18o,0.90599,NA,57,ND-1016-4
mg_ca,0.19218,0.011222920883241826,57,ND-1016-4
d18o,0.99802,NA,57,NM-1016-3
mg_ca,0.2473,0.015823356867604943,57,NM-1016-3
d18o,3.22079,NA,57,ORK_LT5
mg_ca,0.35564,0.008910413371587367,57,ORK_LT5
d18o,2.71115,NA,58,QG2-1061-1
mg_ca,0.4317,NA,58,QG2-1061-1
d18o,2.14115,NA,58,QG2-1064-1
mg_ca,0.45081,NA,58,QG2-1064-1
d18o,2.96115,NA,58,QG2-7180-1
mg_ca,0.38969,0.005767722249533321,58,QG2-7180-1
d18o,2.88115,NA,58,QG2-7180-2
mg_ca,0.39396,0.018487346723034953,58,QG2-7180-2
d18o,3.78115,NA,58,QG1-7246-1
mg_ca,0.40048,NA,58,QG1-7246-1
d18o,1.03515,NA,58,ND-1016-4
mg_ca,0.1861,NA,58,ND-1016-4
d18o,1.0936,NA,58,NM-1016-3
mg_ca,0.18633,0.015189659922737776,58,NM-1016-3
d18o,3.16576,NA,58,ORK_LT5
mg_ca,0.3647,0.004053276308901112,58,ORK_LT5
d18o,2.80117,NA,59,QG2-1061-1
mg_ca,0.42654,0.016746919889404015,59,QG2-1061-1
d18o,2.47117,NA,59,QG2-1064-1
mg_ca,0.43725,0.006588603943462997,59,QG2-1064-1
d18o,3.22117,NA,59,QG2-7180-1
mg_ca,0.36965,0.007418036387297039,59,QG2-7180-1
d18o,2.65117,NA,59,QG2-7180-2
mg_ca,0.40812,NA,59,QG2-7180-2
d18o,3.43117,NA,59,QG1-7246-1
mg_ca,0.4005,0,59,QG1-7246-1
d18o,0.93576,NA,59,NM-1016-3
mg_ca,0.1648,NA,59,NM-1016-3
d18o,3.16931,NA,59,ORK_LT5
mg_ca,0.36648,0.004831445823151374,59,ORK_LT5
d18o,3.05119,NA,60,QG2-1061-1
mg_ca,0.40257,NA,60,QG2-1061-1
d18o,1.95119,NA,60,QG2-1064-1
mg_ca,0.46512,NA,60,QG2-1064-1
d18o,3.02119,NA,60,QG2-7180-1
mg_ca,0.3932,0.007802284504443817,60,QG2-7180-1
d18o,2.37119,NA,60,QG2-7180-2
mg_ca,0.46762,0.029658506683521248,60,QG2-7180-2
d18o,3.31119,NA,60,QG1-7246-1
mg_ca,0.4156,0.0024707459675607545,60,QG1-7246-1
d18o,0.79886,NA,60,NM-1016-3
mg_ca,0.16482,NA,60,NM-1016-3
d18o,3.27232,NA,60,ORK_LT5
mg_ca,0.36705,NA,60,ORK_LT5
d18o,3.15121,NA,61,QG2-1061-1
mg_ca,0.39955,0.007519157299366529,61,QG2-1061-1
d18o,2.16121,NA,61,QG2-1064-1
mg_ca,0.46514,NA,61,QG2-1064-1
d18o,2.55121,NA,61,QG2-7180-1
mg_ca,0.41912,0.007634792645344365,61,QG2-7180-1
d18o,2.55121,NA,61,QG2-7180-2
mg_ca,0.41214,0.00522716104959534,61,QG2-7180-2
d18o,2.98121,NA,61,QG1-7246-1
mg_ca,0.45655,0,61,QG1-7246-1
d18o,2.97393,NA,61,ORK_LT5
mg_ca,0.374,0.0020083570442858386,61,ORK_LT5
d18o,3.71123,NA,62,QG2-1061-1
mg_ca,0.38131,NA,62,QG2-1061-1
d18o,1.97123,NA,62,QG2-1064-1
mg_ca,0.46516,NA,62,QG2-1064-1
d18o,2.51123,NA,62,QG2-7180-1
mg_ca,0.42465,0.006590982317294639,62,QG2-7180-1
d18o,2.95123,NA,62,QG2-7180-2
mg_ca,0.39117,0.010517085882406553,62,QG2-7180-2
d18o,2.57123,NA,62,QG1-7246-1
mg_ca,0.49227,0,62,QG1-7246-1
d18o,2.86989,NA,62,ORK_LT5
mg_ca,0.3926,0.004770605581246452,62,ORK_LT5
d18o,3.56125,NA,63,QG2-1061-1
mg_ca,0.37333,0.01711198475096671,63,QG2-1061-1
d18o,1.98125,NA,63,QG2-1064-1
mg_ca,0.46518,NA,63,QG2-1064-1
d18o,2.29125,NA,63,QG2-7180-1
mg_ca,0.44327,0.006310345009943061,63,QG2-7180-1
d18o,2.35125,NA,63,QG2-7180-2
mg_ca,0.43041,0.005723747632761866,63,QG2-7180-2
d18o,2.65125,NA,63,QG1-7246-1
mg_ca,0.49229,NA,63,QG1-7246-1
d18o,2.77487,NA,63,ORK_LT5
mg_ca,0.39881,0.006637639448633528,63,ORK_LT5
d18o,3.46127,NA,64,QG2-1061-1
mg_ca,0.38847,0.018113571449494815,64,QG2-1061-1
d18o,1.84127,NA,64,QG2-1064-1
mg_ca,0.4652,NA,64,QG2-1064-1
d18o,2.06127,NA,64,QG2-7180-1
mg_ca,0.45175,0.010265183568324069,64,QG2-7180-1
d18o,2.41127,NA,64,QG2-7180-2
mg_ca,0.42754,0.015342447407212861,64,QG2-7180-2
d18o,2.11127,NA,64,QG1-7246-1
mg_ca,0.49231,NA,64,QG1-7246-1
d18o,2.56414,NA,64,ORK_LT5
mg_ca,0.40979,NA,64,ORK_LT5
d18o,3.47129,NA,65,QG2-1061-1
mg_ca,0.37966,0.008169055213489589,65,QG2-1061-1
d18o,1.95129,NA,65,QG2-1064-1
mg_ca,0.46522,NA,65,QG2-1064-1
d18o,1.98129,NA,65,QG2-7180-1
mg_ca,0.478,0.010664280592424545,65,QG2-7180-1
d18o,1.96129,NA,65,QG2-7180-2
mg_ca,0.45519,0.02232147452639053,65,QG2-7180-2
d18o,2.00129,NA,65,QG1-7246-1
mg_ca,0.53181,NA,65,QG1-7246-1
d18o,2.53514,NA,65,ORK_LT5
mg_ca,0.40981,NA,65,ORK_LT5
d18o,3.36131,NA,66,QG2-1061-1
mg_ca,0.40317,0.0256375978047494,66,QG2-1061-1
d18o,2.17131,NA,66,QG2-1064-1
mg_ca,0.46524,NA,66,QG2-1064-1
d18o,2.17131,NA,66,QG2-7180-1
mg_ca,0.44824,0.007119546284630673,66,QG2-7180-1
d18o,2.22131,NA,66,QG2-7180-2
mg_ca,0.44052,0.00850814323035131,66,QG2-7180-2
d18o,1.88131,NA,66,QG1-7246-1
mg_ca,0.52573,0.009410676350600125,66,QG1-7246-1
d18o,2.39193,NA,66,ORK_LT5
mg_ca,0.44017,0.014831178385708327,66,ORK_LT5
d18o,3.36133,NA,67,QG2-1061-1
mg_ca,0.39079,NA,67,QG2-1061-1
d18o,2.1913299999999998,NA,67,QG2-1064-1
mg_ca,0.45977,0.005032991318515973,67,QG2-1064-1
d18o,1.55133,NA,67,QG2-7180-1
mg_ca,0.5127,0.0223568700761721,67,QG2-7180-1
d18o,2.53133,NA,67,QG2-7180-2
mg_ca,0.42258,0.011694797455012623,67,QG2-7180-2
d18o,2.45133,NA,67,QG1-7246-1
mg_ca,0.49828,0,67,QG1-7246-1
d18o,2.41932,NA,67,ORK_LT5
mg_ca,0.42709,0.007635028849249659,67,ORK_LT5
d18o,3.19135,NA,68,QG2-1061-1
mg_ca,0.39759,NA,68,QG2-1061-1
d18o,2.65135,NA,68,QG2-1064-1
mg_ca,0.42589,0.012847955197262957,68,QG2-1064-1
d18o,1.96135,NA,68,QG2-7180-1
mg_ca,0.46727,0.007549474698136825,68,QG2-7180-1
d18o,2.41135,NA,68,QG2-7180-2
mg_ca,0.43075,0.012161024349849841,68,QG2-7180-2
d18o,2.95135,NA,68,QG1-7246-1
mg_ca,0.45609,0.0054495052921119625,68,QG1-7246-1
d18o,2.12984,NA,68,ORK_LT5
mg_ca,0.45135,0.0034832692743641596,68,ORK_LT5
d18o,3.06137,NA,69,QG2-1061-1
mg_ca,0.41182,0.010066649587691212,69,QG2-1061-1
d18o,3.17137,NA,69,QG2-1064-1
mg_ca,0.40139,0.008603251869274835,69,QG2-1064-1
d18o,1.7911,NA,69,QG2-7180-1
mg_ca,0.48037,0.01298600046269277,69,QG2-7180-1
d18o,2.38137,NA,69,QG2-7180-2
mg_ca,0.42501,0.0076526182073069025,69,QG2-7180-2
d18o,3.54137,NA,69,QG1-7246-1
mg_ca,0.4573,NA,69,QG1-7246-1
d18o,2.02298,NA,69,ORK_LT5
mg_ca,0.4639,0.014982398547467211,69,ORK_LT5
d18o,3.29139,NA,70,QG2-1064-1
mg_ca,0.38542,NA,70,QG2-1064-1
d18o,1.81139,NA,70,QG2-7180-1
mg_ca,0.46473,0.006221422187097926,70,QG2-7180-1
d18o,2.28139,NA,70,QG2-7180-2
mg_ca,0.43864,NA,70,QG2-7180-2
d18o,3.16139,NA,70,QG1-7246-1
mg_ca,0.45732,NA,70,QG1-7246-1
d18o,1.96421,NA,70,ORK_LT5
mg_ca,0.46339,NA,70,ORK_LT5
d18o,3.48141,NA,71,QG2-1064-1
mg_ca,0.38544,NA,71,QG2-1064-1
d18o,2.14141,NA,71,QG2-7180-1
mg_ca,0.44709,0.009086347035914464,71,QG2-7180-1
d18o,2.17141,NA,71,QG2-7180-2
mg_ca,0.43866,NA,71,QG2-7180-2
d18o,2.41141,NA,71,QG1-7246-1
mg_ca,0.47415,0,71,QG1-7246-1
d18o,1.79487,NA,71,ORK_LT5
mg_ca,0.50578,0.05924662458058985,71,ORK_LT5
d18o,3.50143,NA,72,QG2-1064-1
mg_ca,0.38546,NA,72,QG2-1064-1
d18o,2.09143,NA,72,QG2-7180-1
mg_ca,0.45584,NA,72,QG2-7180-1
d18o,1.91143,NA,72,QG2-7180-2
mg_ca,0.4627,0.0092799829657915,72,QG2-7180-2
d18o,1.90143,NA,72,QG1-7246-1
mg_ca,0.57205,0.0014042631877928156,72,QG1-7246-1
d18o,1.98233,NA,72,ORK_LT5
mg_ca,0.46272,NA,72,ORK_LT5
d18o,3.59145,NA,73,QG2-1064-1
mg_ca,0.38548,NA,73,QG2-1064-1
d18o,2.13145,NA,73,QG2-7180-1
mg_ca,0.45094,0.006250714686002847,73,QG2-7180-1
d18o,2.31145,NA,73,QG2-7180-2
mg_ca,0.43244,0.010096683304764383,73,QG2-7180-2
d18o,1.88145,NA,73,QG1-7246-1
mg_ca,0.53265,0,73,QG1-7246-1
d18o,1.97501,NA,73,ORK_LT5
mg_ca,0.45648,0.0096107811505198,73,ORK_LT5
d18o,2.86147,NA,74,QG2-1064-1
mg_ca,0.41197,0.011235632173982992,74,QG2-1064-1
d18o,2.18147,NA,74,QG2-7180-1
mg_ca,0.44025,0.012896851063364205,74,QG2-7180-1
d18o,1.90147,NA,74,QG2-7180-2
mg_ca,0.45695,0.004953151615286029,74,QG2-7180-2
d18o,2.46147,NA,74,QG1-7246-1
mg_ca,0.45831,0,74,QG1-7246-1
d18o,1.88721,NA,74,ORK_LT5
mg_ca,0.47653,NA,74,ORK_LT5
d18o,2.60149,NA,75,QG2-1064-1
mg_ca,0.43746,NA,75,QG2-1064-1
d18o,2.16149,NA,75,QG2-7180-1
mg_ca,0.44734,NA,75,QG2-7180-1
d18o,2.07149,NA,75,QG2-7180-2
mg_ca,0.44955,0.010804481659224199,75,QG2-7180-2
d18o,3.16149,NA,75,QG1-7246-1
mg_ca,0.41018,0.015010998819251418,75,QG1-7246-1
d18o,1.79581,NA,75,ORK_LT5
mg_ca,0.49464,0.013838172448824704,75,ORK_LT5
d18o,2.27151,NA,76,QG2-1064-1
mg_ca,0.45665,0.012755888475765628,76,QG2-1064-1
d18o,2.08151,NA,76,QG2-7180-1
mg_ca,0.46702,0.00886501720354969,76,QG2-7180-1
d18o,1.86151,NA,76,QG2-7180-2
mg_ca,0.47769,0.011259539771949089,76,QG2-7180-2
d18o,2.31151,NA,76,QG1-7246-1
mg_ca,0.47083,0.008590187053015414,76,QG1-7246-1
d18o,1.84723,NA,76,ORK_LT5
mg_ca,0.45737,0.010538499427923844,76,ORK_LT5
d18o,2.21153,NA,77,QG2-1064-1
mg_ca,0.45095,NA,77,QG2-1064-1
d18o,2.30153,NA,77,QG2-7180-1
mg_ca,0.44682,0.008862763311386261,77,QG2-7180-1
d18o,2.07153,NA,77,QG2-7180-2
mg_ca,0.47539,NA,77,QG2-7180-2
d18o,1.82213,NA,77,ORK_LT5
mg_ca,0.47107,0.015109042540796251,77,ORK_LT5
d18o,2.10155,NA,78,QG2-1064-1
mg_ca,0.47324,0.012691367599077382,78,QG2-1064-1
d18o,2.43155,NA,78,QG2-7180-1
mg_ca,0.42982,0.0046710269428613845,78,QG2-7180-1
d18o,1.65942,NA,78,ORK_LT5
mg_ca,0.49961,0.025252503653082972,78,ORK_LT5
d18o,1.97157,NA,79,QG2-1064-1
mg_ca,0.47991,0.014287660301030881,79,QG2-1064-1
d18o,2.40157,NA,79,QG2-7180-1
mg_ca,0.43139,0.0032180687746072496,79,QG2-7180-1
d18o,1.58087,NA,79,ORK_LT5
mg_ca,0.50196,0.011646975892721373,79,ORK_LT5
d18o,1.88159,NA,80,QG2-1064-1
mg_ca,0.49348,0.008361840505150967,80,QG2-1064-1
d18o,2.61159,NA,80,QG2-7180-1
mg_ca,0.4227,NA,80,QG2-7180-1
d18o,1.85042,NA,80,ORK_LT5
mg_ca,0.47284,NA,80,ORK_LT5
d18o,1.91161,NA,81,QG2-1064-1
mg_ca,0.46691,0.013312311480870488,81,QG2-1064-1
d18o,2.61161,NA,81,QG2-7180-1
mg_ca,0.42272,NA,81,QG2-7180-1
d18o,2.06682,NA,81,ORK_LT5
mg_ca,0.47286,NA,81,ORK_LT5
d18o,2.85163,NA,82,QG2-1064-1
mg_ca,0.41836,0.007904970381332204,82,QG2-1064-1
d18o,2.71163,NA,82,QG2-7180-1
mg_ca,0.4057,0.007145309971676124,82,QG2-7180-1
d18o,1.84922,NA,82,ORK_LT5
mg_ca,0.47288,NA,82,ORK_LT5
d18o,2.43165,NA,83,QG2-1064-1
mg_ca,0.44045,0.005053209848103466,83,QG2-1064-1
d18o,3.14165,NA,83,QG2-7180-1
mg_ca,0.39748,NA,83,QG2-7180-1
d18o,2.11591,NA,83,ORK_LT5
mg_ca,0.45272,NA,83,ORK_LT5
d18o,2.40167,NA,84,QG2-1064-1
mg_ca,0.44923,NA,84,QG2-1064-1
d18o,2.90167,NA,84,QG2-7180-1
mg_ca,0.3944,0.006142952965474737,84,QG2-7180-1
d18o,2.08309,NA,84,ORK_LT5
mg_ca,0.44793,0.006803648092023531,84,ORK_LT5
d18o,2.26169,NA,85,QG2-1064-1
mg_ca,0.44175,0.01060697237601131,85,QG2-1064-1
d18o,3.15169,NA,85,QG2-7180-1
mg_ca,0.37958,NA,85,QG2-7180-1
d18o,2.00568,NA,85,ORK_LT5
mg_ca,0.4585,NA,85,ORK_LT5
d18o,3.27171,NA,86,QG2-7180-1
mg_ca,0.3796,NA,86,QG2-7180-1
d18o,2.04625,NA,86,ORK_LT5
mg_ca,0.44566,0.008008207886475925,86,ORK_LT5
d18o,3.41173,NA,87,QG2-7180-1
mg_ca,0.37962,NA,87,QG2-7180-1
d18o,1.89938,NA,87,ORK_LT5
mg_ca,0.47436,0.008161029843055048,87,ORK_LT5
d18o,3.54175,NA,88,QG2-7180-1
mg_ca,0.37964,NA,88,QG2-7180-1
d18o,1.92181,NA,88,ORK_LT5
mg_ca,0.46843,NA,88,ORK_LT5
d18o,3.36177,NA,89,QG2-7180-1
mg_ca,0.37966,NA,89,QG2-7180-1
d18o,1.90136,NA,89,ORK_LT5
mg_ca,0.46845,NA,89,ORK_LT5
d18o,2.75179,NA,90,QG2-7180-1
mg_ca,0.3997,0.008410171711359153,90,QG2-7180-1
d18o,1.87016,NA,90,ORK_LT5
mg_ca,0.4735,0.00258484279797922,90,ORK_LT5
d18o,2.63181,NA,91,QG2-7180-1
mg_ca,0.4133,4.717145948106755e-4,91,QG2-7180-1
d18o,1.90064,NA,91,ORK_LT5
mg_ca,0.47169,NA,91,ORK_LT5
d18o,2.58183,NA,92,QG2-7180-1
mg_ca,0.42143,NA,92,QG2-7180-1
d18o,2.03433,NA,92,ORK_LT5
mg_ca,0.45533,0.006673347431532921,92,ORK_LT5
d18o,2.61185,NA,93,QG2-7180-1
mg_ca,0.39646,0.020274099175443552,93,QG2-7180-1
d18o,2.34405,NA,93,ORK_LT5
mg_ca,0.4399,0.005060933785038795,93,ORK_LT5
d18o,2.46187,NA,94,QG2-7180-1
mg_ca,0.43995,0.028957056489220666,94,QG2-7180-1
d18o,1.95876,NA,94,ORK_LT5
mg_ca,0.45955,NA,94,ORK_LT5
d18o,2.28189,NA,95,QG2-7180-1
mg_ca,0.43161,0.007159322298949992,95,QG2-7180-1
d18o,1.98028,NA,95,ORK_LT5
mg_ca,0.45957,NA,95,ORK_LT5
d18o,2.07191,NA,96,QG2-7180-1
mg_ca,0.45699,NA,96,QG2-7180-1
d18o,2.16474,NA,96,ORK_LT5
mg_ca,0.45959,NA,96,ORK_LT5
d18o,2.03193,NA,97,QG2-7180-1
mg_ca,0.45723,0.006887033259504327,97,QG2-7180-1
d18o,2.14009,NA,97,ORK_LT5
mg_ca,0.45961,NA,97,ORK_LT5
d18o,1.73195,NA,98,QG2-7180-1
mg_ca,0.49304,0.024983388333178428,98,QG2-7180-1
d18o,1.76028,NA,98,ORK_LT5
mg_ca,0.48734,0.007412847630239874,98,ORK_LT5
d18o,1.71197,NA,99,QG2-7180-1
mg_ca,0.49458,NA,99,QG2-7180-1
d18o,1.8267,NA,99,ORK_LT5
mg_ca,0.45499,0.011374507763104287,99,ORK_LT5
d18o,1.93973,NA,100,QG2-7180-1
mg_ca,0.46105,0.00841634598806047,100,QG2-7180-1
d18o,1.79201,NA,101,QG2-7180-1
mg_ca,0.46681,NA,101,QG2-7180-1
d18o,1.66203,NA,102,QG2-7180-1
mg_ca,0.46683,NA,102,QG2-7180-1
d18o,1.55205,NA,103,QG2-7180-1
mg_ca,0.52505,0.012824725787604655,103,QG2-7180-1
d18o,1.61207,NA,104,QG2-7180-1
mg_ca,0.51624,NA,104,QG2-7180-1
d18o,1.70209,NA,105,QG2-7180-1
mg_ca,0.51626,NA,105,QG2-7180-1
d18o,1.75211,NA,106,QG2-7180-1
mg_ca,0.51628,NA,106,QG2-7180-1
d18o,1.81213,NA,107,QG2-7180-1
mg_ca,0.5163,NA,107,QG2-7180-1
d18o,1.86215,NA,108,QG2-7180-1
mg_ca,0.51632,NA,108,QG2-7180-1
d18o,2.01217,NA,109,QG2-7180-1
mg_ca,0.51634,NA,109,QG2-7180-1
d18o,1.88219,NA,110,QG2-7180-1
mg_ca,0.54467,0.04004722045196814,110,QG2-7180-1
